,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
First,Middle,Last,Street,City,State,Zip,SSN,,
MARIA,A,MORALES,612 1ST N,JAMESTOWN,ND,58401,666760808,,
SCOTT,D,HOLDEN,1904 2ND NE,JAMESTOWN,ND,58401,666765053,,
RICARDO,,BADILLO,1603 1/2 HANAFORD,BISMARCK,ND,58501,666783544,,
PAUL,H,BONGARD,1823 21ST S,GRAND FORKS,ND,58201,666921054,,
JULIE,A,FARMER,3600 CAMPUS,GRAND FORKS,ND,58203,666923431,,
GARY,L,KELLEY,1802E I,GRAND FORKS,ND,58204,666942720,,
HELEN,J,BUSSARD,70A RR2,GLEN ULLIN,ND,58631,666983267,,
JANET,L,KOEING,119 RR1,LARIMORE,ND,58251,666021367,,
COLLEEN,J,HANNAFORD,135 RR2,GRAND FORKS,ND,58203,666059763,,
ANDREW,D,HERALD,7143 72ND NE,CANDO,ND,58324,666069316,,
JAMES,A,MCGOWAN,4288 93RD NE,CRARY,ND,58327,666091010,,
W,,LIDBECK,1870 42ND S,FARGO,ND,58103,666152091,,
BEN,M,DUNLAN,4055 S UNIVERSITY,FARGO,ND,58104,666163885,,
THOMAS,W,BAXTER,135T RR2,GRAND FORKS,ND,58203,666185661,,
JEFFREY,D,BRAUNTZ,418 W AVENUE C,BISMARCK,ND,58501,666203275,,
JULIANE,A,BARRY,320 N 12TH,BISMARCK,ND,58501,666213069,,
RENEE,L,MARCELLINO,1007 PORTLAND,BISMARCK,ND,58504,666214037,,
DANIEL,,HUGHES,2500 CENTENNIAL LOT 49,BISMARCK,ND,58501,666221252,,
NANCY,,BRADLEY,1541 10TH S,FARGO,ND,58103,666228525,,
JOHN,T,GRANT,122B RR2,ELGIN,ND,58533,666301088,,
NORMA,,BELL,PO BOX 25,WOODWORTH,ND,58496,666327772,,
SAMUEL,R,CLEMONS,636 7TH W,WEST FARGO,ND,58078,666328642,,
NODIER,A,ARAUL,2542 26TH S,GRAND FORKS,ND,58201,666340433,,
CHRISTINE,M,BORICK,200 3 ND,MANDEN,ND,58554,666407821,,
MARTY,,MULLINS,276A RR1,ZAP,ND,58580,666425382,,
ERIC,M,BOSS,615 N 39TH,GRAND FORKS,ND,58203,666463757,,
KATHLEEN,,HOBBS,9283 HIGHWAY 10,TAYLOR,ND,58656,666482608,,
TED,R,KINDRED,300 21ST,GRAND FORKS,ND,58203,666483991,,
TERRI,L,BRUNO,193 UNIVERSITY,FARGO,ND,58102,666485375,,
JAMIE,,BRENNER,414 2ND SW,JAMESTOWN,ND,58401,666502282,,
HERMIE,L,BUNDICK,2011 10TH SE,JAMESTOWN,ND,58401,666503677,,
KATHY,M,BACA,645 21ST S,FARGO,ND,58103,666548153,,
BOB,E,BOESCHENSTEIN,16 2ND SW,HILLSBORO,ND,58045,666562508,,
BESSIE,J,HOLZFASTER,501 3RD NE,MINOT,ND,58703,666565856,,
S,,BURROUGHS,3904 UNIVERSITY,GRAND FORKS,ND,58203,666566949,,
BRENDA,M,BENDER,534 MAIN,SAINT THOMAS,ND,58276,666584784,,
JANET,L,DREYER,PO BOX 347,DEVILS LAKE,ND,58301,666604037,,
JAMES,R,GADD,905 7TH N,FARGO,ND,58102,666604073,,
JODY,A,BROWN,3000 2ND SW,MINOT,ND,58701,666605386,,
SANDRA,M,HUGHES,2406 N 9TH,BISMARCK,ND,58501,666620561,,
BEVERLY,,BEECHNER,4430 LA CASA,FARGO,ND,58103,666623209,,
GERALD,J,BELTRAN,1403B SPRUCE,GRAND FORKS,ND,58204,666684794,,
BARBARA,,FREDA,614 10 1/2 N,WAHPETON,ND,58075,666687803,,
GEORGE,B,KLINE,824 S 25TH,GRAND FORKS,ND,58201,666693561,,
PERSHONA,,JOHNSTON,3119 10TH N,FARGO,ND,58102,666705349,,
AMANDA,S,GONZALES,302 W PITCHER PARK,DEVILS LAKE,ND,58301,666709482,,
LESLIE,,MORRIS,GENERAL DELIVERY,DAZEY,ND,58429,666772072,,
ALAN,J,BELMONT,2002 S COULEE,BEULAH,ND,58523,666782546,,
SHIRLEY,A,BRADLEY,115 12TH NW,BEULAH,ND,58523,666844733,,
DORCAS,J,BECK,304 1ST SW,ASHLEY,ND,58413,666846491,,
ANTONIO,V,BORGES,78 RR3,HARVEY,ND,58341,666849486,,
VALERIE,J,BUTT,20 RR1,REEDER,ND,58649,666869111,,
ROUNDER,,MCDUFFIE,332 WILLOW,BISMARCK,ND,58504,666947109,,
MELANIE,A,ADAMS,306 23RD S,FARGO,ND,58103,666063779,,
ALLEN,D,BROZ,13 HC1,HAZELTON,ND,58544,666098350,,
STEVE,J,BIRLEW,525 HARVEY,HARVEY,ND,58341,666150130,,
BARBARA,,FITTRO,206 SWANSON,GRAND FORKS,ND,58202,666171180,,
VIRGINIA,M,DEPUYOT,2432 20TH S,FARGO,ND,58103,666248861,,
MELODY,L,BRAMBLETTE,4504 DOMINGO,FARGO,ND,58103,666321280,,
GREG,,MORRIS,PO BOX 15,GRAFTON,ND,58237,666363654,,
KWON,,MINA,2551 VILLA,FARGO,ND,58103,666403478,,
ALLISON,W,BACKER,236 UNIVERSITY,FARGO,ND,58102,666409651,,
MIKE,,BUCHWALD,2826 15TH S UNIT H,FARGO,ND,58103,666462304,,
MARY,A,BEETEN,3214 MAPLE,FARGO,ND,58102,666464766,,
BETSY,K,BRADSHAW,PO BOX 12386,GRAND FORKS,ND,58208,666466574,,
JEANNE,,AZEVEDO,2145 1ST SW,MINOT,ND,58701,666487708,,
M,E,BRODERICK,1009 4TH NW,MANDAN,ND,58554,666500388,,
C,R,BLICKENSTAFF,609 7TH SE,MINOT,ND,58701,666525058,,
ROSETTE,F,BEHL,1519 48TH,FARGO,ND,58103,666544254,,
JOE,,EISENBERG,PSC 4613,GRAND FORKS,ND,58207,666586482,,
JIMMY,D,HARRISON,2150 5TH E,WEST FARGO,ND,58078,666605527,,
RAYMOND,,ARELA,421 7TH SW,DICKINSON,ND,58601,666620509,,
LEANN,B,BROWNE,HC22,REEDER,ND,58649,666621428,,
JOHN,B,MANZELLA,4815 16TH S,FARGO,ND,58103,666621502,,
JAMIE,,HARLOW,6420 SE 47TH,GACKLE,ND,58442,666683286,,
MICHAEL,,BYERS,1715 N 8TH,BISMARCK,ND,58501,666706781,,
EASTHAM,,ANGELA,144 NORTHWEST,BISMARCK,ND,58504,666744269,,
LAURENCE,J,BERRO,566 42ND S,FARGO,ND,58103,666748789,,
THOMAS,W,BAXTER,310 5TH,MAPLETON,ND,58059,666766418,,
RAMONA,,LAMB,1820 E CAPITOL,BISMARCK,ND,58501,666785522,,
JOSEPH,R,LONG,2217A DOGWOOD,GRAND FORKS,ND,58204,666800885,,
CATHERINE,R,GREER,1345 11TH N,FARGO,ND,58102,666818496,,
HAROLD,G,BLACK,1030 ADOBE,MANDAN,ND,58554,666826184,,
MILDRED,I,MACKLEY,39 MAY,FARGO,ND,58102,666833247,,
TACKETT,L,ANN,1502 DAKOTA,FARGO,ND,58102,666841457,,
PHILIP,F,MENDWILLER,140 25TH SW,MINOT,ND,58701,666889489,,
DONALD,L,LANGE,15 RR1,MEKINOCK,ND,58258,666892472,,
MIKE,C,BECK,PO BOX 396,GLEN ULLIN,ND,58631,666983339,,
SAMUEL,E,BALLEW,1015 6TH S,DEVILS LAKE,ND,58301,666026974,,
LILLIAN,,BRADY,619 E AVENUE E,BISMARCK,ND,58501,666114513,,
WARREN,,BIRNIE,137 WAVERLY,MINOT AFB,ND,58704,666123494,,
JAY,,ARMSTRONG,615 N 39TH,GRAND FORKS,ND,58203,666158451,,
G,W,BLACKBURN      JR,707 S 22ND,GRAND FORKS,ND,58201,666177178,,
NEL,R,JONESBURTO,10 RR1,FLASHER,ND,58535,666285145,,
TAMMY,,KIMBROUGH,1119 UNIVERSITY,BISMARCK,ND,58504,666288939,,
MICHAEL,L,ARDI,6420 47TH SE,CLEVELAND,ND,58424,666314295,,
VERNA,,AHLEMEYER,1430 35TH S,FARGO,ND,58103,666314827,,
RHONICE,M,APPLEBERRY,1907 HOUSTON,BISMARCK,ND,58504,666327137,,
JOANN,C,DANTONIO,RR2,GLEN ULLIN,ND,58631,666343989,,
WILLIAM,,JOEHNIG,1415 8TH NE,JAMESTOWN,ND,58401,666344105,,
JANET,L,DREYER,218 15TH S,DEVILS LAKE,ND,58301,666436774,,
MARY,L,ELMORE,1135 11TH N,FARGO,ND,58102,666448120,,
DONALD,E,BYRD,3143 17TH S UNIT A,FARGO,ND,58103,666448981,,
JOSEPH,D,GENCO,2434 ESTABROOK,GRAND FORKS,ND,58201,666461758,,
DONALD,,BOWEN,1510 28TH S,FARGO,ND,58103,666476366,,
BETTY,,LEWIS,414 DOVER,BISMARCK,ND,58504,666496031,,
LLOYD,E,KREMSER        JR,217 WALNUT,DEVILS LAKE,ND,58301,666500028,,
GUSTAVO,,MORAMARCO,316 18TH S,DEVILS LAKE,ND,58301,666508152,,
FRANCIS,X,GASTRIGHT,1550 9TH S,GRAND FORKS,ND,58201,666509273,,
JOHN,,CHESTER,1303 KUSTER,GRAND FORKS,ND,58201,666528182,,
PERCEY,J,MCCRARY,207 E ARBOR,BISMARCK,ND,58504,666554545,,
JUDY,A,JOHNSON,301 FAIR W,BEULAH,ND,58523,666560968,,
SHARON,,BRIGHT,1301 3RD NW,MANDAN,ND,58554,666566933,,
JOSHUA,P,BROWN,6052 HIGHWAY 6,SAINT ANTHONY,ND,58566,666586378,,
JUDITH,,ADAMS,19 CAPTAIN LEACH DR,MANDAN,ND,58554,666592924,,
TOMMY,L,MENDENHALL,24 RR1,STEELE,ND,58482,666629297,,
SUZANNE,,AUGELLO,1847 35TH S,FARGO,ND,58103,666647173,,
MITCHELL,,BRITTAIN,1575 167TH SE,GARDNER,ND,58036,666649731,,
BESSIE,W,HOLZFASTE,157 N W,BISMARCK,ND,58501,666660640,,
DEBI,L,BROOKS,803 3RD NE,MANDAN,ND,58554,666668371,,
ANTONITA,,FOULKES,211 S 9TH,OAKES,ND,58474,666681229,,
PAULINE,L,ANDERSON,528 4TH,THOMPSON,ND,58278,666683814,,
DOROTHY,,BARCELLONA,6117 SUNFLAKE,GRAND FORKS,ND,58204,666687079,,
BARBARA,A,MILLS,1806 14TH S,FARGO,ND,58103,666695932,,
SHARON,K,MARTIN,910 N 13TH,BISMARCK,ND,58501,666701584,,
KENNETH,A,MCKINNEY,1807 6TH SE,MINOT,ND,58701,666701726,,
MARCIAL,G,MEDINA,925 ELBOWOODS,HAZEN,ND,58545,666702331,,
LINDA,L,BERKOMPAS,899 2ND N,GRAND FORKS,ND,58203,666721223,,
CARL,L,BRUNSWICK,PO BOX 131,MADDOCK,ND,58348,666765287,,
FELICIA,,BANKS,208 8TH SE,MINOT,ND,58701,666766865,,
CARLTON,,IVORY,517 ACKS,EMERADO,ND,58228,666785921,,
LAURA,,MCCARTY,231 GARFIELD,GRAND FORKS,ND,58201,666825115,,
SHIRLEY,J,BAUERLEIN,566 42ND S,FARGO,ND,58103,666825345,,
SCOTT,L,JOHNSON,PO BOX 191,REYNOLDS,ND,58275,666825363,,
CAROL,A,GERBER,4002 18TH S,FARGO,ND,58103,666845418,,
SAM,,BENGE,1008 11TH SE,MANDAN,ND,58554,666862490,,
J,C,HECTOR,1119 UNIVERSITY LOT 1818,BISMARCK,ND,58504,666040809,,
LINDA,L,GRIMM,321 8TH N,CASSELTON,ND,58012,666131844,,
ROBIN,N,MOSES,409 STANFORD,GRAND FORKS,ND,58203,666139191,,
BRYAN,,BATTON,1161 W AVENUE B,BISMARCK,ND,58501,666194177,,
MARCIA,D,BORN,2513 GRANT,BISMARCK,ND,58501,666243495,,
LOIS,A,CALCOTT,3212 7TH SW,MINOT,ND,58701,666245794,,
LOUISE,K,BEGOR,511 W PRAIRIE,MANDAN,ND,58554,666276142,,
BILL,O,BAKER,1218 6TH NE,JAMESTOWN,ND,58401,666286201,,
ANTONIETTA,,FOULKES,PO BOX 148,THOMPSON,ND,58278,666308088,,
JUNE,M,MCCAFFERTY,816 2ND NW,JAMESTOWN,ND,58401,666309699,,
STEPHANIE,A,DETTLOFF,195 WINDING,MINOT AFB,ND,58704,666362770,,
JANE,S,BRUSO,11719 38TH SE,VALLEY CITY,ND,58072,666363967,,
LESLIO,,BOULDEN,193C UNIVERSITY,FARGO,ND,58102,666384398,,
FRANK,L,BAKER          II,612 LANSING,BISMARCK,ND,58504,666384553,,
R,C,JACOBSEN,1307 1ST NW,MANDAN,ND,58554,666396771,,
BRENDA,S,HAYES,43 ROBBINDALE,MINOT,ND,58701,666404692,,
IRMA,,BOYCE,17915 HIGHWAY 13,WAHPETON,ND,58075,666429979,,
STANLEY,J,BIRD,1716 OAK,GRAND FORKS,ND,58201,666464342,,
RAUL,C,BUCHAN,115 12TH NW,BEULAH,ND,58523,666485265,,
ROMAN,J,BYCZEK,4333 15TH S,FARGO,ND,58103,666489149,,
TROY,,BENTKE,1019 LINCOLN,GRAND FORKS,ND,58201,666493315,,
CONVERSE,,JONES,5204 BELMONT,GRAND FORKS,ND,58201,666524112,,
ANGELAD,D,EASTHAM,50 RR1,CENTER,ND,58530,666527181,,
DAVID,R,MILLWARD,155 RR1,LEITH,ND,58551,666528524,,
SUSAN,E,ELDIN,145 4TH W,DICKINSON,ND,58601,666560916,,
EDWARD,A,BATCHEK        JR,218 4TH NE,HILLSBORO,ND,58045,666561229,,
LAURA,C,MCNEILL,177 10TH E,DICKINSON,ND,58601,666563644,,
BARBARA,E,BARBER,2212 12TH N,GRAND FORKS,ND,58203,666605448,,
MELANIE,,HAGUE,241 RR2,PARK RIVER,ND,58270,666640875,,
BERT,,BATHIANY,104 SPRUCE,MINOT AFB,ND,58704,666649343,,
ZAMARAS,,GULATI,1128 22ND S,FARGO,ND,58103,666663734,,
SEAN,M,JONES,721 8TH W,DICKINSON,ND,58601,666669924,,
ROBERT,Y,BARRETT,1519 48TH S,FARGO,ND,58103,666675521,,
MATTHEW,L,LEWIS,1820 40TH S,FARGO,ND,58103,666706380,,
JANET,L,BUDDE,1001 CONSTITUTION,BISMARCK,ND,58501,666708046,,
MICHEAL,G,MCWHORTER,1128 22ND S,FARGO,ND,58103,666720870,,
DOUGLAS,B,BECK,176 E INDIANA,BISMARCK,ND,58504,666744036,,
DAVID,M,MADDOX,4303 9TH SW,FARGO,ND,58103,666745411,,
LAWTON,M,CHILES,244 19TH NE,JAMESTOWN,ND,58401,666765620,,
STEWART,M,GREGORY,2419 N 7TH,BISMARCK,ND,58501,666768327,,
ROSALIE,,BLAKE,2791 67TH NE,RUGBY,ND,58368,666780591,,
SAUNDRA,G,GATHINGS,414 DUNSEITH,DUNSEITH,ND,58329,666805739,,
MARCIA,D,BRENNAN,7950 40TH SE,WISHEK,ND,58495,666808336,,
NANCY,B,ANGELILLO,619 E AVENUE C,BISMARCK,ND,58501,666842424,,
JOANN,P,BERNSEN,1060C CUSTER,WASHBURN,ND,58577,666868447,,
WILLIAM,B,FISHER,20798 B LOUISIANA,GRAND FORKS AFB,ND,58204,666903119,,
BERNADINE,,JOHN,905 3RD N,FARGO,ND,58102,666931820,,
CHARLES,H,BARROWS,1156 21ST W,DICKINSON,ND,58601,666028882,,
REGINALD,J,JOHNSON,1213 EXPANSION,HAZEN,ND,58545,666046022,,
WILLIAM,F,BURKS,PO BOX 122B,MANVEL,ND,58256,666061682,,
WILLIAM,R,GARDNER,622 22ND S,GRAND FORKS,ND,58201,666084194,,
RICKY,B,BROWN,2212 12TH N,GRAND FORKS,ND,58203,666112900,,
NANCY,B,DUFFY,1508 39TH S,FARGO,ND,58104,666130096,,
KAREN,O,BLOUNT         III,510 7TH N,FARGO,ND,58102,666163077,,
ELAINE,,HOMEYER,803 3RD NE,MANDAN,ND,58554,666192118,,
EDGARDO,,CRUZ,320 JOAL,CARRINGTON,ND,58421,666194680,,
JERE,D,BURKETT,509 E INTERSTATE,BISMARCK,ND,58501,666194959,,
MARY,,BURTON,2702 MAPLE,FARGO,ND,58102,666233390,,
JEFF,,MEADE,PO BOX 131,NAPOLEON,ND,58561,666244619,,
CARL,T,BROWN          SR,1508 39 1/2 S,FARGO,ND,58104,666245011,,
CARLOS,F,CHIA,2 RR2,HETTINGER,ND,58639,666268527,,
MARIE,B,BROOKMAN,655 3RD SE,LEEDS,ND,58346,666321343,,
ROGER,A,BUNTINCKZ,2349 20 1/2 S,FARGO,ND,58103,666337154,,
PATRICIA,A,MURRAY,923 N 8TH,BISMARCK,ND,58501,666337908,,
MARDY,J,CARMON,115 SHERWOOD,MINOT AFB,ND,58704,666341733,,
RHONDA,E,FRANKLIN,306 RYAN,BISMARCK,ND,58501,666343981,,
HATICE,,DOTDAY,25 RR1,THOMPSON,ND,58278,666367964,,
HELEN,N,BROTHERTON,1208 MARCH,GRAND FORKS AFB,ND,58204,666381553,,
PIERRE,,BRUNEL,39A RR1,FORDVILLE,ND,58231,666387601,,
LOLA,,BAKER,6052 HIGHWAY 6,ST ANTHONY,ND,58566,666404113,,
ROLANDO,J,FIGUEROA,8601 BRIARDALE,BISMARCK,ND,58504,666407128,,
DAVID,,MARINO,501 12TH S,DEVILS LAKE,ND,58301,666421467,,
JOESPH,,HENSLE,701 33RD N,FARGO,ND,58102,666444626,,
JAMES,,MORRISON,11 6TH SE,CARRINGTON,ND,58421,666504645,,
BEATRICE,J,GRIVEAU,311 NTH 11 TH,BISMARCK,ND,58501,666548025,,
RONALD,,LABER,911 9TH N LOWR,FARGO,ND,58102,666603685,,
JULIE,,LOBNER,PO BOX 254,KINDRED,ND,58051,666607556,,
MINNIE,P,BLUE,2104 1/2 E AVENUE D,BISMARCK,ND,58501,666624279,,
QUINN,,MARTI,809 FIR,OAKES,ND,58474,666624384,,
MARSHA,G,BANKS,3161 32ND S,FARGO,ND,58103,666626489,,
LILLIAN,,BROWN,366 KUCHENSKI,DICKINSON,ND,58601,666629043,,
VICKI,,MILLER,201636 5 S,FARGO,ND,58104,666641438,,
PEGGY,,BURK,306 N 13TH,BISMARCK,ND,58501,666643994,,
JEWEL,,BENJAMIN,2821 12TH S,FARGO,ND,58103,666644248,,
ANTHONY,V,INTEGLIA,701 6TH E,WEST FARGO,ND,58078,666662712,,
DONALD,A,BORCEL,PO BOX 200,BISMARCK,ND,58502,666681648,,
DALENE,V,BARRETT,617 SUDBURY,BISMARCK,ND,58501,666686274,,
MICHAEL,P,CASSIDY,114 PEMBINA,GRAND FORKS,ND,58201,666700220,,
THOMAS,E,FAGEN,3750 81ST SE,WISHEK,ND,58495,666706611,,
ELSIE,E,HORAN,211 8TH S,FARGO,ND,58103,666724141,,
BRIAN,,MEISTER,PO BOX 175,SARLES,ND,58372,666746266,,
TOMMY,M,FF,PO BOX 113,DAZEY,ND,58429,666747208,,
MARK,,BEAUDOIN,GENERAL DELIVERY,MINOT,ND,58701,666747285,,
SCOTT,A,LEGORE,1408 10TH N,FARGO,ND,58102,666762476,,
PATSY,,BROWN,1005 SOUTH,FARGO,ND,58103,666883886,,
ALISA,F,FOLLE,1202 4TH S,DEVILS LAKE,ND,58301,666904166,,
WILLIAM,O,BAKER,3 RR2,WALHALLA,ND,58282,666909130,,
CORINNA,C,GOMEZ,2051 WESTMINSTER,GRAND FORKS,ND,58201,666924603,,
BETSY,B,ENESS,2431 109TH NE,MCVILLE,ND,58254,666988886,,
LARRY,F,BRUCE,1380 1ST S,CARRINGTON,ND,58421,666034244,,
KATHERINE,,BEYER,188 12TH E,DICKINSON,ND,58601,666048261,,
WANDA,D,BRYANT,36 HC2,BERTHOLD,ND,58718,666150296,,
MARGARET,E,GOETZ,403 15TH S,FARGO,ND,58103,666176634,,
JO,H,GREEN,701 2ND SW,HANKINSON,ND,58041,666217131,,
OPAL,M,BROWN,814 10TH SE,JAMESTOWN,ND,58401,666233512,,
DONNA,,BRANSON,2353 20 1/2 S,FARGO,ND,58103,666283909,,
JAMES,,JOBSON,102 RR1,STERLING,ND,58572,666361552,,
DEBBIE,A,BURGER,1509 28TH S,FARGO,ND,58103,666402368,,
AMY,K,ASLUP,PO BOX 49,GLEN ULLIN,ND,58631,666429926,,
BARBARA,M,CLIFTON,PO BOX 13753,GRAND FORKS,ND,58208,666449898,,
BONNIE,J,BEALL,2104 ONEHALF E AVE D,BISMARCK,ND,58501,666466322,,
MARGARET,L,BILZ,14 RR1,WHEATLAND,ND,58079,666481920,,
PATRICIA,A,BRUNNER,205 E ARBOR,BISMARCK,ND,58504,666490977,,
LOUIS,T,BATES,312 S 2ND,BISMARCK,ND,58504,666504205,,
ARETTA,D,HALLTURPIN,2717 OXBOW,OXBOW,ND,58047,666528938,,
FARTANA,,COSTIANIS,1805 9TH N,GRAND FORKS,ND,58203,666537832,,
EVE,L,BLANKENSHIP,PO BOX 203,HORACE,ND,58047,666544797,,
HAROLD,D,COLLETT,1015 27TH SE LOT 43,MINOT,ND,58701,666609890,,
SUZANNE,,ABNER,PO BOX 994,WEST FARGO,ND,58078,666668495,,
ANTHONY,,MASELLI,287 SHEILA,BEULAH,ND,58523,666700631,,
BRIAN,J,KORONKA,1566 27TH S,FARGO,ND,58103,666703462,,
LILLIAN,A,BROOKS,1100 2ND NW,MANDAN,ND,58554,666759323,,
ALICE,A,DOUGLAS,215 S 3RD,GRAND FORKS,ND,58201,666769646,,
JAMES,L,BERRY,6618 STREET SE,DICKINSON,ND,58601,666889598,,
JOHN,G,BIRCH,PO BOX 458,MANDAN,ND,58554,666903590,,
CHRISTOPHER,J,GODFREY,2811 COUNTY ROAD 11,SENTINEL BUTTE,ND,58654,666944103,,
SUSAN,L,HOWELL,122 RR1,MANVEL,ND,58256,666995028,,
DEDE,,BATES,1326 14TH,KEARNEY,NE,68847,666060736,,
STEVEN,,BLAKE,2612 CARLETON,GRAND ISLAND,NE,68803,666160075,,
MICHAEL,,BUSSE,7226 S 24TH,OMAHA,NE,68147,666258503,,
DONNA,V,BROWN,9412 WOOLWORTH,OMAHA,NE,68106,666365428,,
JOSEPH,E,BUTLER,5916 BROWNE,OMAHA,NE,68104,666475760,,
JODY,A,BROWN,PO BOX 526,NEBRASKA CITY,NE,68410,666708740,,
G,B,BOBBY,2201 S 10TH,LINCOLN,NE,68502,666880906,,
ELIZABETH,C,FARRELL,2118 S 35TH,OMAHA,NE,68105,666900833,,
CARDELL,,BROWN,2910 HORNING,PLATTSMOUTH,NE,68048,666925142,,
FLOR,H,CERRUDHOLMES,2914 28TH,COLUMBUS,NE,68601,666220430,,
BRADLEY,,BROWN,7622 NEWPORT,OMAHA,NE,68122,666405646,,
SHARON,P,FRENCH,8221 KARL RIDGE,LINCOLN,NE,68506,666801724,,
RICHARD,A,BARNITT,2612 GREENE,BELLEVUE,NE,68147,666969459,,
JANE,V,LORSEY,RR3,WOOD RIVER,NE,68883,666042922,,
R,S,BELL,1654 41ST,COLUMBUS,NE,68601,666157608,,
LYDIA,R,HERNANDEZ,110 AIRMAN,OFFUTT A F B,NE,68113,666199633,,
ROBERT,,BOGDAM,4758 NICHOLAS,OMAHA,NE,68132,666257436,,
JUNE,,MARSHALL,3913 S 25TH,OMAHA,NE,68107,666261815,,
BLAKE,,BERGMAN,5415 ERVIN,LINCOLN,NE,68504,666272430,,
LU,E,FELDMAN,8206 S 90TH,LAVISTA,NE,68128,666321121,,
ALFRED,,BABB,OFFUTT AFB NE,BELLEVUE,NE,68113,666404664,,
ALBERT,,JORDAN,725 N 92ND,OMAHA,NE,68114,666427526,,
NORMA,,KEIM,200 E 10TH,WAYNE,NE,68787,666441867,,
JOAN,L,KEENEY,1419 AVENUE O,SCOTTSBLUFF,NE,69361,666743071,,
CAROLYN,A,MARTIN,5056 S,OMAHA,NE,68127,666748468,,
JULIE,D,BEGGS,5056 S 86TH,OMAHA,NE,68127,666761308,,
MESSERRET,,BRENDLINGER,8822 WEBSTER,OMAHA,NE,68114,666762138,,
DENNIS,,BALLARD,2 RR2,NEWMAN GROVE,NE,68758,666868623,,
KURT,D,BICKLE,PO BOX 175,BOELUS,NE,68820,666921272,,
JOANN,,ENZWERLER,3309 E DUTCHMAN,BELLEVUE,NE,68123,666928957,,
FARCANA,,COSTIANIS,434 CEDAR,OMAHA,NE,68108,666049064,,
JANE,,BARTGIS,5809 S 45TH,LINCOLN,NE,68516,666185474,,
MYRNA,L,HUBER,9341 KRUG,OMAHA,NE,68124,666275487,,
SHAWNA,L,HYDEN,83A RR3,WOOD RIVER,NE,68883,666315192,,
JUAN,M,GUELL,8325 KARL RIDGE,LINCOLN,NE,68506,666445120,,
LAWRENCE,,BERRO,402 FAIRACRES,OMAHA,NE,68132,666491458,,
CONNIE,P,KLEIER,15868 OHERN,OMAHA,NE,68135,666504276,,
DWAYNE,M,JORDAN,1750 CHEROKEE,BROKEN BOW,NE,68822,666627713,,
HERBERT,S,BEDWINEK,8221 KARL RIDGE,LINCOLN,NE,68506,666647821,,
NONA,F,HEATH,1346 S 121ST,OMAHA,NE,68144,666648845,,
JEFFREY,L,BROWN,PO BOX 663,ONEILL,NE,68763,666969584,,
CAROL,A,GRECO,3304 N 105TH,OMAHA,NE,68134,666156585,,
NANCY,L,BIGNALL,10 RR64,GORDON,NE,69343,666287751,,
JAMES,,BANYAS,641 SAILSIDE,LINCOLN,NE,68528,666367407,,
DAVID,R,GELLIS,9811 ASCOT,OMAHA,NE,68114,666419498,,
GONZALO,,BARRIOS,PO BOX 55,STAPLEHURST,NE,68439,666468192,,
NANCY,,BYRNE,14006 S 35TH,BELLEVUE,NE,68123,666487362,,
TERRY,,BRIDGE,11012 BORMAN,OMAHA,NE,68137,666566538,,
SCOTT,,BAUGHER,9935 ESSEX,OMAHA,NE,68114,666608161,,
RUBY,J,JEWER,12116 S 27TH,BELLEVUE,NE,68123,666681894,,
MELANIE,,BLACK,10655 CHARLES,OMAHA,NE,68114,666707088,,
MARSHA,D,HORROCKS,5056 S 86TH,OMAHA,NE,68127,666769690,,
DAVID,R,LANDIS,804 E EVERETT,ONEILL,NE,68763,666027949,,
JOHN,P,BAILEY,2800 WOODS,LINCOLN,NE,68502,666193807,,
PIERCE,W,HAMBLIN,475 A NICHOLAS,OMAHA,NE,68132,666260723,,
DINAH,M,LOWERY,1113 S 10TH,OMAHA,NE,68108,666304494,,
MOHAMMED,Z,HASNAIN,1234 A,BELLEVUE,NE,68005,666400584,,
MESERRAEL,,BRENDANGER,4212 WOOLWORTH,OMAHA,NE,68105,666507788,,
ROBERT,,KOSTER,PO BOX 755,OMAHA,NE,68101,666625378,,
ALMA,,BYRNE,2915 MAPLEWOOD,OMAHA,NE,68134,666675960,,
KENT,,AARON,427 FAIRCHILD,AFB,NE,68113,666722693,,
BERNADETT,J,MITCHELL,110 AIRMAN,OFFUTT A F B,NE,68113,666730939,,
ANDREA,L,BRAUNINGER,1505 S 5TH,NORFOLK,NE,68701,666743995,,
BONNIE,J,BURGER,6721 COLFAX,LINCOLN,NE,68507,666778975,,
BERNADINE,,JOHN,9310 DAVENPORT,OMAHA,NE,68114,666807854,,
NONA,F,MORGAN,15005 BINNEY,OMAHA,NE,68116,666881909,,
EDGAR,,BURKE,3625 N 104TH,OMAHA,NE,68134,666984356,,
AMY,S,GRANDPRE,110 AIRMAN STE 353,OMAHA,NE,68113,666111255,,
LUBOV,O,KNOX,15118 WYCLIFFE,OMAHA,NE,68154,666156711,,
DEBBIE,D,BENNETT,409 N 51ST,OMAHA,NE,68132,666387144,,
KELLY,,EMIDDLETON,725 N 92ND,OMAHA,NE,68114,666403240,,
SARAH,K,BARTGIS,2930 S 157TH,OMAHA,NE,68130,666488315,,
GARY,C,COX,9212 CALIFORNIA,OMAHA,NE,68114,666615313,,
XUEGI,,CUI,2446 S 3RD STREET,OMAHA,NE,68108,666745241,,
